"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"gene_biotype"	"401_Inp"	"567_Elu"	"401_Sup"	"401_Elu"	"624_Elu"
"ENSG00000003989"	"SLC7A2"	"8"	17354597	17428082	1	"protein_coding"	174.800169454893	172.93209521125	140.550107344312	203.666876095985	253.305606799211
"ENSG00000004059"	"ARF5"	"7"	127228399	127231759	1	"protein_coding"	1072.50795800593	853.558624329062	3258.28001340902	879.721434837998	1157.27790587273
"ENSG00000004139"	"SARM1"	"17"	26691378	26728065	1	"protein_coding"	60.0039573393835	53.4913707032414	96.9744909767596	53.5312132677715	57.0421022944788
"ENSG00000004142"	"POLDIP2"	"17"	26673659	26684545	-1	"protein_coding"	692.836937265188	660.46328476025	1007.29932312213	682.522969164087	607.160004083605
"ENSG00000004399"	"PLXND1"	"3"	129274018	129325661	-1	"protein_coding"	246.971610409586	145.428810123698	545.693942016426	229.658895735963	218.500256246648
"ENSG00000004455"	"AK2"	"1"	33473585	33546597	-1	"protein_coding"	2806.79201513279	2418.96513856086	2721.51423406218	2548.20650868958	2741.88817130749
"ENSG00000004478"	"FKBP4"	"12"	2904119	2914576	1	"protein_coding"	1610.46173481582	1318.97358102334	2009.44675303729	1407.84299342368	1503.39778081211
"ENSG00000004487"	"KDM1A"	"1"	23345941	23410182	1	"protein_coding"	1068.22481304658	978.48251173465	999.163112960492	1070.8745950697	1080.89949771572
"ENSG00000004534"	"RBM6"	"3"	49977440	50137478	1	"protein_coding"	1338.70176664998	1535.75272828366	1599.11284529496	1268.80229096087	1131.17389295831
"ENSG00000004660"	"CAMKK1"	"17"	3763609	3798185	-1	"protein_coding"	109.644864612127	130.253273239569	176.728896954478	103.658699690718	64.7766246394929
"ENSG00000004700"	"RECQL"	"12"	21621845	21654603	-1	"protein_coding"	145.778755347604	240.074192260282	100.218660735002	195.73591268207	269.741466782366
"ENSG00000004766"	"CCDC132"	"7"	92861653	92988338	1	"protein_coding"	182.584330894239	232.021961609769	131.972546445238	202.605948800288	257.172867971718
"ENSG00000004777"	"ARHGAP33"	"19"	36265434	36279724	1	"protein_coding"	201.603581644622	228.635953206473	328.945022788283	240.662168558104	178.860829228451
"ENSG00000004779"	"NDUFAB1"	"16"	23592323	23607677	-1	"protein_coding"	718.908309583885	598.121964889084	1228.91449698764	590.379360828678	755.082743932
"ENSG00000004799"	"PDK4"	"7"	95212811	95225803	-1	"protein_coding"	25.8376254799171	23.2609207666118	19.7764428850983	14.0679563993888	18.3694905694084
"ENSG00000004864"	"SLC25A13"	"7"	95749532	95951459	-1	"protein_coding"	606.881074077344	630.507235718846	413.228473301685	583.008385640072	706.741979275661
"ENSG00000004866"	"ST7"	"7"	116593292	116870157	1	"protein_coding"	335.809486925431	340.809205483744	200.125897134358	329.295110843467	309.380893800563
"ENSG00000004897"	"CDC27"	"17"	45195069	45266788	-1	"protein_coding"	1351.40871485563	1670.86109606878	517.911215371476	1339.1717373562	2124.09319899949
"ENSG00000004961"	"HCCS"	"X"	11129421	11141198	1	"protein_coding"	313.38296716046	369.269277186235	203.279317925672	324.358902389097	354.821212577521
"ENSG00000004975"	"DVL2"	"17"	7128660	7137864	-1	"protein_coding"	538.061627427235	429.43655403132	1262.12136374035	526.320241968102	668.069367550591
"ENSG00000005007"	"UPF1"	"19"	18942747	18979045	1	"protein_coding"	667.854654826899	657.66355141192	1415.54500705349	686.921227960552	682.571596947492
"ENSG00000005020"	"SKAP2"	"7"	26706681	27034858	-1	"protein_coding"	256.385569969184	417.604261252042	148.81624390774	309.038458492818	310.34770909369
"ENSG00000005022"	"SLC25A5"	"X"	118602363	118605282	1	"protein_coding"	3892.1212017129	2910.81655196398	6782.06224138675	3245.96176748032	3995.8476064929
"ENSG00000005059"	"CCDC109B"	"4"	110481361	110609874	1	"protein_coding"	191.036340444384	167.689208975542	74.3302658699587	198.310816293554	192.396243332225
"ENSG00000005073"	"HOXA11"	"7"	27221129	27224842	-1	"protein_coding"	98.6268259370993	78.9551676953596	71.2418082795392	101.794800644573	90.8806375539154
"ENSG00000005075"	"POLR2J"	"7"	102113565	102119354	-1	"protein_coding"	341.85340657634	447.420464328869	745.352702647316	370.227987250985	413.796945458253
"ENSG00000005100"	"DHX33"	"17"	5344232	5372380	-1	"protein_coding"	635.652045143084	654.350111507878	644.420444274095	633.717898855733	785.054018018929
"ENSG00000005108"	"THSD7A"	"7"	11409984	11871824	-1	"protein_coding"	17.1416026394282	18.5327120879998	16.5322731268562	21.6084532217827	12.5685988106479
"ENSG00000005156"	"LIG3"	"17"	33307513	33332083	1	"protein_coding"	528.57320965584	450.576778138153	722.332090003975	466.755162004589	504.677583012169
"ENSG00000005175"	"RPAP3"	"12"	48057070	48099844	-1	"protein_coding"	380.295209994433	638.867020496554	188.369129677937	486.381897512225	541.416564150986
"ENSG00000005187"	"ACSM3"	"16"	20621565	20808903	1	"protein_coding"	20.9534172208539	13.1937151875435	13.5995277042594	21.2106404411265	8.70133763814084
"ENSG00000005189"	""	"16"	20817751	20860987	1	"protein_coding"	229.636083088124	241.848890526966	201.527306644762	231.651772554733	241.70382328169
"ENSG00000005194"	"CIAPIN1"	"16"	57462081	57481440	-1	"protein_coding"	606.029567736076	595.919088663578	745.482629049104	627.654647403451	584.92325234169
"ENSG00000005206"	"SPPL2B"	"19"	2328614	2355099	1	"processed_transcript"	140.099559106788	188.424797289049	387.897963907038	182.496779516022	147.922739848394
"ENSG00000005238"	"FAM214B"	"9"	35104109	35116338	-1	"protein_coding"	41.789961022318	39.6964783603284	48.7532953405609	51.037397378614	37.7057964319436
"ENSG00000005243"	"COPZ2"	"17"	46103533	46115392	-1	"protein_coding"	10.1459994306302	8.49433970835597	23.3320369789859	12.4581999830055	9.6681529312676
"ENSG00000005249"	"PRKAR2B"	"7"	106685094	106802256	1	"protein_coding"	109.006572206509	121.052034644621	30.2875129989383	118.802275764074	143.08866338276
"ENSG00000005302"	"MSL3"	"X"	11776278	11793870	1	"protein_coding"	457.417644019269	402.453237534793	453.274281341384	407.867888934386	395.427454888845
"ENSG00000005339"	"CREBBP"	"16"	3775055	3930727	-1	"protein_coding"	2251.00441796918	2104.48137702081	1904.10298243296	2296.93915973183	2137.62861310327
"ENSG00000005436"	"GCFC2"	"2"	75879126	75938115	-1	"protein_coding"	390.551653093247	505.842847108079	208.327070496892	470.317251378579	502.743952425915
"ENSG00000005448"	"WDR54"	"2"	74648805	74652882	1	"protein_coding"	123.175007103369	145.717142117943	386.76880129742	122.342326570659	138.254586917127
"ENSG00000005469"	"CROT"	"7"	86974997	87029111	1	"protein_coding"	100.2103721494	139.0412359761	73.8631293664906	121.800843639108	116.984650468338
"ENSG00000005471"	"ABCB4"	"7"	87031013	87109751	-1	"protein_coding"	29.5826552502629	42.7749326364293	13.5995277042594	23.4097698393592	17.4026752762817
"ENSG00000005483"	"KMT2E"	"7"	104654626	104754808	1	"protein_coding"	1024.73702544342	1561.17473197871	523.153857545379	1329.29578717381	1320.66969041115
"ENSG00000005486"	"RHBDD2"	"7"	75471920	75518244	1	"protein_coding"	670.877911177777	929.728960776495	1285.95971465766	746.453110252037	653.56713815369
"ENSG00000005513"	"SOX8"	"16"	1031808	1036979	1	"protein_coding"	29.9769343655368	31.6975940761187	63.7542325552245	38.155533132059	30.9380893800563
"ENSG00000005801"	"ZNF195"	"11"	3360491	3400448	-1	"protein_coding"	422.078741265545	726.908093989164	263.633668554831	490.349145856006	655.500768739943
"ENSG00000005810"	"MYCBP2"	"13"	77618792	77901185	-1	"protein_coding"	1418.57648108102	1891.41069439138	957.028083538204	1482.40416639416	1119.57210944079
"ENSG00000005812"	"FBXL3"	"13"	77566740	77601330	-1	"protein_coding"	1186.91507710786	1125.69228216035	474.114923635207	1190.44692455404	1666.78956535053
"ENSG00000005882"	"PDK2"	"17"	48172101	48189516	1	"protein_coding"	245.644936990041	206.346721155204	272.613402756479	213.719694101295	268.774651489239
"ENSG00000005884"	"ITGA3"	"17"	48133332	48167845	1	"protein_coding"	89.3862581564067	89.9460066573966	131.129022405231	81.453527297951	67.6770705188732
"ENSG00000005889"	"ZFX"	"X"	24167290	24234372	1	"protein_coding"	1095.54840057303	1291.64426613372	728.496611087605	1206.92760912026	1456.99064674203
"ENSG00000005893"	"LAMP2"	"X"	119561682	119603220	-1	"protein_coding"	711.574945619329	669.640981189704	375.297672410609	710.688266719404	884.635993210985
"ENSG00000005955"	"GGNBP2"	"17"	34900737	34946278	1	"protein_coding"	411.171146258701	521.715671812325	293.92118155377	396.606940208838	410.896499578873
"ENSG00000005961"	"ITGA2B"	"17"	42449548	42466873	-1	"protein_coding"	22.4534824193051	22.2027324529954	50.9982288909728	20.4370534472189	17.4026752762817
"ENSG00000006007"	"GDE1"	"16"	19513015	19533467	-1	"protein_coding"	585.800516985536	605.692671214471	372.741314524552	554.235209809147	684.505227533746
"ENSG00000006015"	"C19orf60"	"19"	18699495	18703146	1	"protein_coding"	116.045834272411	98.9165796569492	288.211402876399	100.398642996788	114.084204588958
"ENSG00000006016"	"CRLF1"	"19"	18683030	18718551	-1	"protein_coding"	17.6193627685519	29.6773281136343	68.1533506891197	20.971190189635	22.2367517419155
"ENSG00000006025"	"OSBPL7"	"17"	45884738	45899200	-1	"protein_coding"	138.616190111106	147.679741681579	365.7858385046	118.06923263133	121.818726933972
"ENSG00000006042"	"TMEM98"	"17"	31254928	31272124	1	"protein_coding"	271.265511833948	209.7327295585	260.01311126005	244.21309882747	250.405160919831
"ENSG00000006062"	"MAP3K14"	"17"	43340488	43394414	-1	"processed_transcript"	90.7424872811337	106.973130340008	135.683852706949	93.0902502367507	96.681529312676
"ENSG00000006071"	"ABCC8"	"11"	17414432	17498449	-1	"protein_coding"	28.9880217017493	45.5213196184562	67.8419263534743	34.7518062872342	21.2699364487887
"ENSG00000006114"	"SYNRG"	"17"	35874900	35969544	-1	"protein_coding"	544.164658488507	591.632989042808	374.895499108035	532.387306335873	570.421022944788
"ENSG00000006118"	"TMEM132A"	"11"	60691935	60704631	1	"protein_coding"	124.380970403166	104.178688025607	312.789137197966	129.499702990667	118.918281054591
"ENSG00000006125"	"AP2B1"	"17"	33905065	34053436	1	"protein_coding"	1370.58590483166	1442.19101862895	911.921131258459	1329.40625965268	1548.83809958907
"ENSG00000006194"	"ZNF263"	"16"	3313743	3351401	1	"protein_coding"	256.713064273378	218.674469358628	249.411292179281	248.158308603846	276.509173834253
"ENSG00000006282"	"SPATA20"	"17"	48620419	48633213	1	"protein_coding"	65.6767238289944	52.8998046143467	185.929306524842	77.0441093968623	61.8761787601126
"ENSG00000006283"	"CACNA1G"	"17"	48638429	48704835	1	"protein_coding"	16.4968804826046	18.0180345309038	30.2875129989383	20.9233001393368	16.4358599831549
"ENSG00000006327"	"TNFRSF12A"	"16"	3068446	3072384	1	"protein_coding"	261.457273159076	333.156319592629	366.188011807174	294.469563023041	353.854397284394
"ENSG00000006377"	"DLX6"	"7"	96634860	96640351	1	"protein_coding"	23.7429267329522	25.3484641944201	21.7099520998648	37.0320234077935	22.2367517419155
"ENSG00000006432"	"MAP3K9"	"14"	71189243	71276251	-1	"protein_coding"	270.620789677124	270.391141795185	283.163650305179	252.821869134696	285.210511472394
"ENSG00000006451"	"RALA"	"7"	39663082	39747723	1	"protein_coding"	786.738843570207	879.643791610883	332.409867915242	811.282282832874	973.583000178647
"ENSG00000006453"	"BAIAP2L1"	"7"	97920963	98030380	-1	"protein_coding"	630.356861565977	630.795567713091	450.717923455327	640.731605124846	671.936628723098
"ENSG00000006459"	"KDM7A"	"7"	139784546	139876835	-1	"protein_coding"	681.781669484262	801.606966264563	426.581539871193	707.79663804959	708.675609861915
"ENSG00000006468"	"ETV1"	"7"	13930853	14031050	-1	"protein_coding"	38.6061723949458	70.7160067492789	31.9095978780594	37.0320234077935	35.7721658456901
"ENSG00000006530"	"AGK"	"7"	141250989	141355044	1	"protein_coding"	673.914027031066	683.455095665567	618.973400146485	608.123691996411	734.779622776338
"ENSG00000006534"	"ALDH3B1"	"11"	67776048	67796744	1	"protein_coding"	24.5648773690399	14.7954142576804	13.4438155364367	22.676726706615	19.3363058625352
"ENSG00000006576"	"PHTF2"	"7"	77428122	77586818	1	"protein_coding"	416.439367181474	439.07126161902	196.479554073542	457.78912277787	473.739493632112
"ENSG00000006607"	"FARP2"	"2"	242295658	242434256	1	"protein_coding"	388.901322069866	311.318807665677	326.051454800546	389.335278394475	436.033697200169
"ENSG00000006611"	"USH1C"	"11"	17515442	17565963	-1	"protein_coding"	88.3305606815393	104.197910158557	68.4647750247651	73.8245965640956	84.1129305020281
"ENSG00000006625"	"GGCT"	"7"	30536237	30591095	-1	"protein_coding"	585.149365077507	524.669182224253	284.344384446866	587.583512259461	695.14019575814
"ENSG00000006634"	"DBF4"	"7"	87505531	87538856	1	"protein_coding"	508.204159531935	795.488501978261	164.193568658943	693.544467638143	1017.08968836935
"ENSG00000006652"	"IFRD1"	"7"	112063023	112121072	1	"protein_coding"	607.636239902352	669.270469629731	607.086706288276	642.403943969798	644.865800515549
"ENSG00000006695"	"COX10"	"17"	13972813	14111994	1	"protein_coding"	583.933135326146	411.928877024966	261.544447172242	573.965071606515	546.250640616619
"ENSG00000006704"	"GTF2IRD1"	"7"	73868120	74016931	1	"protein_coding"	334.152726150844	442.399603623467	544.292532506022	376.855039844065	349.987136111887
"ENSG00000006712"	"PAF1"	"19"	39876492	39881835	-1	"protein_coding"	1363.27307377023	1193.79548585686	908.572820864463	1261.71512280041	1369.01045506749
"ENSG00000006715"	"VPS41"	"7"	38762563	38971994	-1	"protein_coding"	458.590214913526	485.212980525796	402.341015651305	451.165883100278	466.004971287098
"ENSG00000006740"	"ARHGAP44"	"17"	12692856	12894960	1	"protein_coding"	151.374470574571	128.641963102958	121.70793746615	166.428600108728	141.155032796507
"ENSG00000006744"	"ELAC2"	"17"	12895708	12921504	-1	"protein_coding"	521.610998852582	501.085805230042	678.042875998204	460.673405258549	473.739493632112
"ENSG00000006757"	"PNPLA4"	"X"	7866288	7895780	-1	"protein_coding"	213.272772227679	193.21067236651	416.277753457245	208.536689206298	186.595351573465
"ENSG00000006831"	"ADIPOR2"	"12"	1797740	1897844	1	"protein_coding"	472.397763100652	527.9590799628	362.632417713286	486.451826129929	553.985162961633
"ENSG00000006837"	"CDKL3"	"5"	133541305	133706738	-1	"protein_coding"	16.7139311186143	17.9892013314793	9.73250927472647	18.8825332702689	12.5685988106479
"ENSG00000007047"	"MARK4"	"19"	45582546	45808541	1	"protein_coding"	429.412105230101	381.053514633138	544.694705808595	421.873262905207	439.900958372676
"ENSG00000007062"	"PROM1"	"4"	15964699	16086001	-1	"protein_coding"	11.8464190623212	13.222548386968	34.2194946293654	9.5407198302985	7.73452234501408
"ENSG00000007080"	"CCDC124"	"19"	18043825	18054800	1	"protein_coding"	818.033428553237	641.304882350002	1785.74235778919	798.002605805662	694.173380465014
"ENSG00000007168"	"PAFAH1B1"	"17"	2496504	2588909	1	"protein_coding"	1045.76749392692	1240.12510606059	719.127097680593	1047.75216553213	1214.32000816721
"ENSG00000007171"	"NOS2"	"17"	26083792	26127525	-1	"protein_coding"	9.6849355042764	15.8536025712968	21.8656642676875	12.9923367254216	9.6681529312676
"ENSG00000007202"	"KIAA0100"	"17"	26941458	26972472	-1	"protein_coding"	814.324384239278	726.720192692213	1293.24000668208	753.367503146907	777.319495673915
"ENSG00000007237"	"GAS7"	"17"	9813926	10101868	-1	"protein_coding"	14.5524475605696	21.7072770288491	25.2655461937523	25.258976507234	32.8717199663098
"ENSG00000007255"	"TRAPPC6A"	"19"	45666186	45681495	-1	"protein_coding"	31.0326318404042	35.0067139476158	80.4422178499034	27.1008369859737	29.0044587938028
"ENSG00000007264"	"MATK"	"19"	3777971	3802127	-1	"protein_coding"	96.8763176970984	60.2014010784385	166.749926545	84.5846062192562	62.8429940532394
"ENSG00000007314"	"SCN4A"	"17"	62015914	62050278	-1	"protein_coding"	12.3241791914449	15.9112689701458	22.1770886033329	9.73228003149163	5.80089175876056
"ENSG00000007341"	"ST7L"	"1"	113066140	113163447	-1	"protein_coding"	262.275387094805	296.388838477349	270.900568910429	271.663858543802	329.684014956225
"ENSG00000007372"	"PAX6"	"11"	31806340	31839509	-1	"protein_coding"	816.652829825022	722.122218911703	392.89414494619	874.438836926917	1006.45472014496
"ENSG00000007376"	"RPUSD1"	"16"	834974	838397	-1	"protein_coding"	133.698589446503	161.186302030246	421.831819966793	183.086152497871	127.619618692732
"ENSG00000007384"	"RHBDF1"	"16"	108058	126354	-1	"protein_coding"	131.537105888459	158.757080241889	334.278413929114	130.527432614335	145.022293969014
"ENSG00000007392"	"LUC7L"	"16"	238968	279462	-1	"protein_coding"	866.350255457281	772.915257965292	898.061750750623	794.447862620808	775.385865087662
"ENSG00000007402"	"CACNA2D2"	"3"	50400233	50541675	-1	"protein_coding"	49.2132357519298	49.7252396734974	84.7763727829044	51.1884137186439	46.4071340700845
"ENSG00000007516"	"BAIAP3"	"16"	1383602	1399439	1	"protein_coding"	38.9503629019097	30.6490168289771	134.749579700013	37.7650665405377	32.8717199663098
"ENSG00000007520"	"TSR3"	"16"	1399241	1401912	-1	"protein_coding"	163.70891621758	113.731216047579	309.012867735362	172.072000212949	156.624077486535
"ENSG00000007541"	"PIGQ"	"16"	616995	634136	1	"protein_coding"	104.693871541984	152.398339293716	431.720041409342	134.034285748892	116.984650468338
"ENSG00000007545"	"CRAMP1L"	"16"	1662326	1727909	1	"protein_coding"	141.222041392735	134.971870851707	210.16983074473	136.752859511271	151.790001020901
"ENSG00000007923"	"DNAJC11"	"1"	6694228	6761984	-1	"protein_coding"	387.401256871415	380.538837076042	403.054613289525	359.110708676332	319.049046731831
"ENSG00000007968"	"E2F2"	"1"	23832922	23857712	-1	"protein_coding"	329.602441947181	315.816350748893	459.074808985683	331.637910392595	334.518091421859
"ENSG00000008056"	"SYN1"	"X"	47431303	47479252	-1	"protein_coding"	26.7263609270847	38.0467239578173	50.0639558840366	28.5190332011639	34.8053505525634
"ENSG00000008086"	"CDKL5"	"X"	18443703	18671749	1	"protein_coding"	103.116755080889	85.1601315799356	52.6203137700938	80.9819729841032	110.216943416451
"ENSG00000008128"	"CDK11A"	"1"	1634169	1655766	-1	"protein_coding"	18.6082754323394	25.9688634827393	69.3082990647727	15.6777128157722	10.6349682243944
"ENSG00000008130"	"NADK"	"1"	1682671	1711896	-1	"protein_coding"	410.453209539592	371.472153411741	666.843994012179	456.282492651218	417.66420663076
"ENSG00000008226"	"DLEC1"	"3"	38080696	38165516	1	"protein_coding"	31.6606577944578	22.7750764089404	88.3969300776861	40.9845793733044	15.4690446900282
"ENSG00000008256"	"CYTH3"	"7"	6201407	6312275	-1	"protein_coding"	308.782594348486	267.504908848581	322.74232184141	286.4575118868	289.077772644901
"ENSG00000008277"	"ADAM22"	"7"	87563458	87832204	1	"protein_coding"	220.535514680797	241.218880172172	144.884262277313	249.259779760706	257.172867971718
"ENSG00000008282"	"SYPL1"	"7"	105730949	105753022	-1	"protein_coding"	316.128817815454	356.426851425715	230.413410133296	291.430451286845	417.66420663076
"ENSG00000008283"	"CYB561"	"17"	61509665	61523739	-1	"protein_coding"	50.8635667753108	68.2771738944469	65.4412806352398	57.1743903640877	43.5066881907042
"ENSG00000008294"	"SPAG9"	"17"	49039535	49198226	-1	"protein_coding"	853.498227528403	1031.4741069812	672.839411259161	898.349545836664	803.423508588338
"ENSG00000008300"	"CELSR3"	"3"	48673902	48700348	-1	"protein_coding"	638.989936295745	514.669254110509	1656.43030986577	544.433001159952	441.834588958929
"ENSG00000008311"	"AASS"	"7"	121715701	121784334	-1	"protein_coding"	208.906146254486	232.219473973195	192.080435939647	165.176112611838	194.329873918479
"ENSG00000008324"	"SS18L2"	"3"	42623332	42636606	1	"protein_coding"	135.993642626708	121.922321661286	179.415181242324	117.089393057959	117.951465761465
"ENSG00000008382"	"MPND"	"19"	4343524	4360083	1	"protein_coding"	64.1432662250032	49.7829060723464	156.861705102451	53.5238670786365	56.0752870013521
"ENSG00000008394"	"MGST1"	"12"	16500076	16762193	1	"protein_coding"	207.372688650494	176.679004108045	99.4400998958883	193.024685108826	151.790001020901
"ENSG00000008405"	"CRY1"	"12"	107385142	107487607	-1	"protein_coding"	135.699540728054	159.233313533086	105.617015076727	172.436615321577	159.524523365915
"ENSG00000008441"	"NFIX"	"19"	13106422	13209610	1	"protein_coding"	193.725672739862	171.941184362958	146.571310357328	202.07562497336	209.798918608507
"ENSG00000008513"	"ST3GAL1"	"8"	134467091	134584183	-1	"protein_coding"	196.642322122915	140.575657580913	187.992742141397	209.803869081459	247.504715040451
"ENSG00000008517"	"IL32"	"16"	3115298	3131908	1	"protein_coding"	105.689213956977	167.785319640291	147.596332331193	102.472607537884	106.349682243944
"ENSG00000008710"	"PKD1"	"16"	2138711	2185899	-1	"protein_coding"	325.45027355915	335.493750748783	1116.03058155531	381.923759344706	235.902931522929
"ENSG00000008735"	"MAPK8IP2"	"22"	51039114	51052409	1	"protein_coding"	257.81242060535	265.927722945323	477.203381225626	251.602579309834	260.073313851098
"ENSG00000008838"	"MED24"	"17"	38175350	38217468	-1	"protein_coding"	495.910779695184	405.49756757754	1221.98480673372	466.515711753097	433.133251320788
"ENSG00000008853"	"RHOBTB2"	"8"	22844930	22877712	1	"protein_coding"	150.278950942958	134.399526895762	138.616598129545	142.779380017878	113.117389295831
"ENSG00000008869"	"HEATR5B"	"2"	37195526	37311485	-1	"protein_coding"	365.202054194018	442.332326158143	293.233369681585	387.644434255765	462.137710114591
"ENSG00000008952"	"SEC62"	"3"	169684423	169716161	1	"protein_coding"	1368.78406433383	1857.53473725664	935.850231142701	1620.38012864578	1715.13033000687
"ENSG00000008988"	"RPS20"	"8"	56979854	56987069	-1	"protein_coding"	4322.05731898008	2640.4330792325	10364.1086010394	2906.00596035594	4801.20474566749
"ENSG00000009307"	"CSDE1"	"1"	115259534	115301297	-1	"protein_coding"	5841.75738301297	5722.71220423847	2300.92910900958	6033.12053601185	7129.29597151673
"ENSG00000009335"	"UBE3C"	"7"	156931607	157062066	1	"protein_coding"	1181.39382009269	1299.21497245911	1104.96162597108	1183.80164630904	1165.97924351087
"ENSG00000009694"	"TENM1"	"X"	123509753	124097666	-1	"protein_coding"	101.910791781091	36.5411355524288	159.171601853757	101.227466230129	69.6107011051267
"ENSG00000009709"	"PAX7"	"1"	18957500	19075360	1	"protein_coding"	25.2095995258635	19.0281675121461	41.2657196162463	18.9304233205672	29.9712740869296
"ENSG00000009724"	"MASP2"	"1"	11086580	11107290	-1	"protein_coding"	50.419199051727	32.1738273673153	17.3108339659696	50.4148267247364	47.3739493632112
