"ensembl_gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"gene_biotype"	"2_401_Inp_10_11_S1"	"2_567_Elu_10_16_S8"	"3_401_Sup_10_11_S2"	"4_401_Elu_10_11_S3"	"4_624_Elu_10_16_S9"	"6_401_Inp_10_12_S4"	"6_567_Elu_10_10_S7"	"7_401_Sup_10_12_S5"	"8_401_Elu_10_12_S6"
"ENSG00000001631"	"KRIT1"	"7"	91828283	91875480	-1	"protein_coding"	8.2724545336777	8.54146134556858	7.05046884543778	8.33492267678949	8.52129811375813	8.242838162177	8.45625090925063	7.40681578296513	8.32643105353892
"ENSG00000002016"	"RAD52"	"12"	1021243	1099219	-1	"protein_coding"	7.58188394162921	7.6333068533218	7.29871457930871	7.45184011980293	7.40280624695213	7.51238465825198	7.81631510000888	8.00724827197356	7.42592157314725
"ENSG00000002330"	"BAD"	"11"	64037302	64052176	-1	"protein_coding"	6.99247870868845	7.5119573407992	8.89920466473104	7.25464097767087	7.25540632248366	7.78519136837281	7.34412629080819	7.95161636045792	7.62485959842952
"ENSG00000002549"	"LAP3"	"4"	17578815	17609595	1	"protein_coding"	8.76668414245737	8.32315393077376	8.49231389760364	8.77683444031723	8.89977966734484	8.77498057393493	8.29702903495983	8.40255870683809	8.62120041874206
"ENSG00000002586"	"CD99"	"X"	2609220	2659350	1	"protein_coding"	10.8407293625796	10.4388660587644	11.069166996133	10.7020935980602	11.0059397977772	10.7803234664644	10.5237127624763	10.5783764241827	10.5834321443211
"ENSG00000002746"	"HECW1"	"7"	43152198	43605600	1	"protein_coding"	4.02212438326699	4.0889040270895	4.694276176356	3.66333557952996	3.54039536557293	4.16117499216496	4.06424987055919	5.3194025072636	3.15225150368858
"ENSG00000002822"	"MAD1L1"	"7"	1855429	2272878	-1	"protein_coding"	8.50214694421949	8.54558998125131	9.63280891199508	8.58557248668838	8.47500871040834	8.78882123255015	8.53176817180451	9.26244275210914	8.40689090384
"ENSG00000002834"	"LASP1"	"17"	37026112	37078023	1	"protein_coding"	8.08843516696144	8.17111690264009	8.13899838430019	8.04205995024653	7.99589387691389	7.81254869741836	8.01652976382555	7.91329971029048	7.99078550943004
"ENSG00000002919"	"SNX11"	"17"	46180719	46200436	1	"protein_coding"	6.73662812274939	6.32223741389542	7.92350813568768	6.57488651352108	6.58116892103478	6.45231856004343	6.9382265096919	7.40681578296513	6.27191221370223
"ENSG00000003056"	"M6PR"	"12"	9092959	9102551	-1	"protein_coding"	9.09730296908976	9.04865223127588	8.78755544712703	9.20775496792251	9.21583531516024	8.95761810660297	8.94173474571177	8.17857078513718	9.08662860188941
"ENSG00000003096"	"KLHL13"	"X"	117031776	117251303	-1	"protein_coding"	6.80847731172944	6.86198430023243	5.66614068281575	6.6743944355658	6.66602924603685	6.5530744211776	6.62231080733823	6.52099973319178	6.58022139630676
"ENSG00000003137"	"CYP26B1"	"2"	72356367	72375167	-1	"protein_coding"	5.07350734752845	4.94945941798037	6.30784870477024	5.20876129936911	4.59714777728547	5.16341889359346	5.55880024518555	6.17735444693116	5.20731677613641
"ENSG00000003147"	"ICA1"	"7"	8152814	8302317	-1	"protein_coding"	7.00476559255629	6.9267268701168	5.66614068281575	6.93736408580908	6.55173545269879	6.60093085032249	6.76823007277938	5.63408633035358	6.56694178526222
"ENSG00000003249"	"DBNDD1"	"16"	90071273	90086536	-1	"protein_coding"	7.18833123025455	7.53705756121783	7.98554130532263	7.36939129277961	7.12158103916124	7.34448867154178	7.68280195308021	7.93258523849835	7.24597746427487
"ENSG00000003393"	"ALS2"	"2"	202565277	202645912	-1	"protein_coding"	8.72273166806166	8.90821823077182	8.06430925552724	8.78321765766664	8.85228259882548	8.84289307211736	8.90117658427351	8.3746279236027	8.76187152211736
"ENSG00000003400"	"CASP10"	"2"	202047604	202094129	1	"protein_coding"	7.98059523946168	7.97689546458954	7.6188088888437	7.66731470409877	7.59541596091519	7.81930773385536	8.03971039916862	8.07823669923195	7.71791268214393
"ENSG00000003402"	"CFLAR"	"2"	201980827	202041410	1	"protein_coding"	8.36113692816338	8.18706217563481	7.9444836270967	8.30861366162505	8.04952499574228	8.25784306956202	8.32087942968514	8.38866090716177	8.15509702286806
"ENSG00000003436"	"TFPI"	"2"	188328957	188430487	-1	"protein_coding"	7.69235736187021	7.59398031988344	6.49008635417871	7.81168602111816	7.88225246768839	7.48713960016212	7.76855150454395	6.61948773690941	7.9453251349686
"ENSG00000003509"	"NDUFAF7"	"2"	37458774	37480546	1	"protein_coding"	8.12828829336847	7.85576965271968	6.30784870477024	7.98228509176526	7.87632846877978	7.89803859995107	7.86903330472351	6.17735444693116	7.83332491143503
"ENSG00000003756"	"RBM5"	"3"	50126341	50156454	1	"protein_coding"	10.2419579614398	10.0163871142669	10.3819190250984	9.9710271364228	10.1957168568628	10.2189588202102	9.98871702668114	10.162632921751	10.0185828544069
"ENSG00000003987"	"MTMR7"	"8"	17155539	17271037	-1	"protein_coding"	4.81901652518297	5.55198884092871	4.694276176356	5.2462084905274	5.31007147091302	5.32411956304149	5.42435409610606	3.42391551440928	5.30653146129198
"ENSG00000003989"	"SLC7A2"	"8"	17354597	17428082	1	"protein_coding"	7.47995523985037	7.37945551595609	7.08865655471405	7.66039622870702	7.99041945995157	7.43528428289295	7.50267499027025	7.19955102695343	7.69367945492189
"ENSG00000004059"	"ARF5"	"7"	127228399	127231759	1	"protein_coding"	9.95746480462572	9.77576744888476	11.8652763468073	9.88164334535205	10.1777657256598	10.170883905935	9.70134416560034	11.4448812415315	9.67612771298367
"ENSG00000004139"	"SARM1"	"17"	26691378	26728065	1	"protein_coding"	5.87582339392032	5.92592266146291	6.70199572317193	5.79336607376948	5.85902786988973	5.98381792242741	5.59054142549162	6.52099973319178	5.74423637801844
"ENSG00000004142"	"POLDIP2"	"17"	26673659	26684545	-1	"protein_coding"	9.32259464587734	9.41867824940953	10.0698383047165	9.44161684275046	9.24830712977449	9.54569450806795	9.31862181404365	9.87929105113759	9.3916424227872
"ENSG00000004399"	"PLXND1"	"3"	129274018	129325661	-1	"protein_coding"	7.66938624437722	7.12736418758975	9.25031402938071	7.79914231040205	7.778078813752	8.19166382541723	7.2577998556108	8.91999934133432	7.89838553299174
"ENSG00000004455"	"AK2"	"1"	33473585	33546597	-1	"protein_coding"	11.4534339066543	11.2844259612144	11.5652764139475	11.3250046584926	11.4214800887699	11.457004599611	11.1957528100405	11.2376057213458	11.3066017233086
"ENSG00000004478"	"FKBP4"	"12"	2904119	2914576	1	"protein_coding"	10.6298453468812	10.4344199362411	11.1138301316271	10.518208113511	10.5549703679864	10.6780602672782	10.2947895490713	10.8175899919941	10.399959805891
"ENSG00000004487"	"KDM1A"	"1"	23345941	23410182	1	"protein_coding"	10.0010485139535	9.97871419782092	9.96596019672189	10.0000888134839	10.0793507719216	10.1211516039493	9.8917266148938	9.96607897629593	10.1288786835504
"ENSG00000004534"	"RBM6"	"3"	49977440	50137478	1	"protein_coding"	10.3602352032205	10.6832957683268	10.5280355502661	10.2475053648077	10.1448798464021	10.4146441607209	10.4809539569789	10.751254605367	10.3706441961485
"ENSG00000004660"	"CAMKK1"	"17"	3763609	3798185	-1	"protein_coding"	6.56470937898034	7.16004603911345	7.7908165599338	6.6880657071297	6.03950307234	6.98445263314132	6.90073676552082	7.06620718611366	6.73071594722043
"ENSG00000004700"	"RECQL"	"12"	21621845	21654603	-1	"protein_coding"	7.17751784933579	7.83567948715856	6.70199572317193	7.58932303750438	8.08077205752608	7.21720789742758	7.98702017777509	6.61948773690941	7.65026645525424
"ENSG00000004766"	"CCDC132"	"7"	92861653	92988338	1	"protein_coding"	7.40776853228587	8.05427461741995	6.97092028182837	7.56729990135485	8.01219358197905	7.62468383921123	7.64551200823188	7.13441912833652	7.76519114419241
"ENSG00000004777"	"ARHGAP33"	"19"	36265434	36279724	1	"protein_coding"	7.41699188336938	7.90158653783712	8.50648847975511	8.15957147515525	7.49073721499082	7.87226943412695	7.78236036497964	8.21052255225207	7.62485959842952
"ENSG00000004779"	"NDUFAB1"	"16"	23592323	23607677	-1	"protein_coding"	9.42671702434574	9.16324830123998	10.3664592734173	9.15212290754529	9.56240031804131	9.55382299296893	9.28748952262119	10.1544429407632	9.26167791972465
"ENSG00000004799"	"PDK4"	"7"	95212811	95225803	-1	"protein_coding"	5.07350734752845	4.48258937491169	3.01991326672994	3.42289684325569	4.27571410548042	4.32211235477877	4.70961343744368	5.06357617889644	4.27880097439999
"ENSG00000004864"	"SLC25A13"	"7"	95749532	95951459	-1	"protein_coding"	9.33481228812076	9.27190193656642	8.64106381654203	9.20061911942845	9.46707968417096	9.15487110548996	9.33276706714017	8.74560847473155	9.17899036595214
"ENSG00000004866"	"ST7"	"7"	116593292	116870157	1	"protein_coding"	8.45814795693672	8.20283313954155	7.64467302347305	8.48734792819858	8.27789594166975	8.33061232243777	8.60352836242489	7.65920049687387	8.23703140591881
"ENSG00000004897"	"CDC27"	"17"	45195069	45266788	-1	"protein_coding"	10.5732189093316	10.615196938255	8.8332571080904	10.3933752870919	11.0533103987529	10.2061227678999	10.7937599263869	9.18414733380031	10.3830104416978
"ENSG00000004961"	"HCCS"	"X"	11129421	11141198	1	"protein_coding"	8.23121982257051	8.52900407079948	7.33093241814098	8.32620620453338	8.47500871040834	8.35872247555829	8.53584988353278	7.95161636045792	8.36530533025114
"ENSG00000004975"	"DVL2"	"17"	7128660	7137864	-1	"protein_coding"	8.8473578512961	8.88233591402981	10.5725053331531	9.03129854907545	9.38601198365076	9.27035916652894	8.60352836242489	9.97075079553546	9.05368573792179
"ENSG00000005007"	"UPF1"	"19"	18942747	18979045	1	"protein_coding"	9.21566400075326	9.49751732627278	10.4085812550739	9.40483373076256	9.41694864267774	9.53751996574059	9.21552019108583	10.5253769926779	9.44705648131639
"ENSG00000005020"	"SKAP2"	"7"	26706681	27034858	-1	"protein_coding"	8.0592791841949	8.77741230421791	7.12585945816929	8.20306899152182	8.28238285363313	7.95438948548259	8.63811286136063	7.321606321366	8.34599912425002
"ENSG00000005022"	"SLC25A5"	"X"	118602363	118605282	1	"protein_coding"	11.9332600947371	11.5066475148722	12.9190651588089	11.7275426918306	11.9646468507784	11.9201331339332	11.5087592153814	12.5070613513327	11.5993603838547
"ENSG00000005059"	"CCDC109B"	"4"	110481361	110609874	1	"protein_coding"	7.67708399454271	7.37945551595609	6.09921708676474	7.64645894217972	7.59541596091519	7.48713960016212	7.41675120895935	6.35938489150809	7.63125338239542
"ENSG00000005073"	"HOXA11"	"7"	27221129	27224842	-1	"protein_coding"	6.62962020460565	6.55303091414222	6.17216508686098	6.89083211574181	6.5216889624073	6.64725064379973	6.0446517993375	6.17735444693116	6.441581443082
"ENSG00000005075"	"POLR2J"	"7"	102113565	102119354	-1	"protein_coding"	8.22072432671081	9.09727705739423	9.6392558214716	8.39033116610664	8.69626146003855	8.5976253090956	8.44761079255908	9.44139286065779	8.66859517665668
"ENSG00000005100"	"DHX33"	"17"	5344232	5372380	-1	"protein_coding"	9.37322764081429	9.33528053054655	9.32419615937495	9.31957200947114	9.61848464837848	9.25299045867464	9.37666675413324	9.34392731139723	9.30030711106403
"ENSG00000005108"	"THSD7A"	"7"	11409984	11871824	-1	"protein_coding"	4.11572813071491	4.41198126615504	3.01991326672994	4.42104559060316	3.76219984045602	4.24388664715608	4.15195912293219	4.75239312160423	4.57255898510538
"ENSG00000005156"	"LIG3"	"17"	33307513	33332083	1	"protein_coding"	9.05065863172792	8.75619251588599	9.62633306412645	8.8516299489816	8.98207401412877	9.04671132806862	8.87885591957563	9.35826062303877	8.88736825908686
"ENSG00000005175"	"RPAP3"	"12"	48057070	48099844	-1	"protein_coding"	8.74853306030942	9.26440657592207	7.26576079503254	9.02861460574031	9.08325742550119	8.37716283218579	9.37666675413324	7.81280440177572	8.82179738715364
"ENSG00000005187"	"ACSM3"	"16"	20621565	20808903	1	"protein_coding"	4.64154472100655	3.40737918727435	3.92812169141633	4.96103496800799	3.27818368244036	4.24388664715608	4.15195912293219	3.80494970082043	3.7305297494714
"ENSG00000005189"	""	"16"	20817751	20860987	1	"protein_coding"	7.70747072718287	7.97076770964892	7.85868734540692	7.83029943482042	7.92305302502969	7.97874476892299	7.87548966513209	7.43413610286707	7.89307448396584
"ENSG00000005194"	"CIAPIN1"	"16"	57462081	57481440	-1	"protein_coding"	9.20505430577634	9.13338544479088	9.50450359601698	9.38188458980208	9.19456789415376	9.28508199328017	9.30433649595136	9.58237547221631	9.20494112755481
"ENSG00000005206"	"SPPL2B"	"19"	2328614	2355099	1	"processed_transcript"	6.89022422863731	7.6333068533218	8.69156527301302	7.50687299855304	7.21842025371263	7.3538297259433	7.49430927061481	8.50916935267039	7.53223738418512
"ENSG00000005238"	"FAM214B"	"9"	35104109	35116338	-1	"protein_coding"	5.36794151550421	5.41427681218162	5.32594527275205	6.06887606904178	5.27447772992428	5.46870048950239	5.27607901633542	5.89227093351464	5.20731677613641
"ENSG00000005243"	"COPZ2"	"17"	46103533	46115392	-1	"protein_coding"	3.10829514000853	3.67194925111874	3.92812169141633	3.77002704354303	3.41523850651613	3.77276926992462	2.6422131757615	5.06357617889644	3.7305297494714
"ENSG00000005249"	"PRKAR2B"	"7"	106685094	106802256	1	"protein_coding"	6.92942384860437	6.79419926581528	4.694276176356	6.75454378275511	7.1708130212981	6.61653660655326	7.05659147378629	5.19715248917302	7.04034758399017
"ENSG00000005302"	"MSL3"	"X"	11776278	11793870	1	"protein_coding"	8.87104139044117	8.5942334339641	8.96226898527347	8.66376176722174	8.63091307071582	8.80933639479195	8.71572489139908	8.67865432334341	8.6871255480467
"ENSG00000005339"	"CREBBP"	"16"	3775055	3930727	-1	"protein_coding"	11.1613000376344	11.0733056818964	10.8224094199463	11.1819685599332	11.0624702554521	11.1122713176528	11.0057728840173	10.9653575957829	11.150105283717
"ENSG00000005436"	"GCFC2"	"2"	75879126	75938115	-1	"protein_coding"	8.68123066243978	9.00733989216098	7.90222317450965	8.8271264570346	8.97654680359893	8.5415052029023	8.96311049239121	7.48727198001085	8.93207471575431
"ENSG00000005448"	"WDR54"	"2"	74648805	74652882	1	"protein_coding"	6.86348663732454	7.42498841854133	8.96226898527347	6.98244201268109	7.12158103916124	7.04337170481618	6.92583785876547	8.1124625972793	6.90968919135798
"ENSG00000005469"	"CROT"	"7"	86974997	87029111	1	"protein_coding"	6.62962020460565	7.01274660397972	5.85522992786511	7.05809024768209	6.88245537026325	6.69212941987441	7.23789393812441	6.52099973319178	6.81176112053021
"ENSG00000005471"	"ABCB4"	"7"	87031013	87109751	-1	"protein_coding"	5.20711063542125	5.13625620777246	3.92812169141633	4.48509538486525	4.20184360721677	4.5984452735748	5.71095200729779	3.80494970082043	4.72381438101694
"ENSG00000005483"	"KMT2E"	"7"	104654626	104754808	1	"protein_coding"	10.0772003599062	10.5488746177633	8.74035855495585	10.3786968789294	10.3681459505029	9.92360378394703	10.6673730251039	9.27760455781218	10.3763648684055
"ENSG00000005486"	"RHBDD2"	"7"	75471920	75518244	1	"protein_coding"	9.27520044041835	9.8938194250039	10.4893061095842	9.49314514096091	9.35439736500683	9.50015027614589	9.8299073775683	10.1503304490038	9.59667638078768
"ENSG00000005513"	"SOX8"	"16"	1031808	1036979	1	"protein_coding"	4.81901652518297	4.79155282607726	6.43186124299207	5.20876129936911	4.9972061044316	5.07581591070535	5.23650041159052	5.43209776948535	5.36907595555857
"ENSG00000005801"	"ZNF195"	"11"	3360491	3400448	-1	"protein_coding"	8.76668414245737	9.506017085542	7.92350813568768	8.9541937873436	9.35865289024042	8.68162713232541	9.50920614482974	8.16232555610153	8.92688647186744
"ENSG00000005810"	"MYCBP2"	"13"	77618792	77901185	-1	"protein_coding"	10.4805850726475	10.8906287041172	9.79749702244853	10.527743297402	10.1300197747289	10.4618437881328	10.8813754658851	10.0030366668507	10.5416153780493
"ENSG00000005812"	"FBXL3"	"13"	77566740	77601330	-1	"protein_coding"	10.3768738486283	9.96027570273276	8.8332571080904	10.2289200876703	10.7037215517555	10.0308609079605	10.2959933462283	8.94869954834546	10.2080020283483
"ENSG00000005882"	"PDK2"	"17"	48172101	48189516	1	"protein_coding"	7.99298331320232	7.70888302174504	8.22723038976276	7.89066490671874	8.07561098621208	7.89803859995107	7.68280195308021	7.95161636045792	7.58589015463651
"ENSG00000005884"	"ITGA3"	"17"	48133332	48167845	1	"protein_coding"	6.35036731293361	6.51983982449306	7.16212707488989	6.60402453378479	6.10175659610813	6.63197535886265	6.49392053524212	6.91927191581469	6.07959591893886
"ENSG00000005889"	"ZFX"	"X"	24167290	24234372	1	"protein_coding"	10.1728602314421	10.2991341289002	9.03252057186332	10.2029679922269	10.5097657492226	10.0206336196977	10.3721610176134	9.86931760025922	10.2728230604286
"ENSG00000005893"	"LAMP2"	"X"	119561682	119603220	-1	"protein_coding"	9.50448902719503	9.35658626335422	8.58873023211751	9.40896736276468	9.79057004578284	9.44876889393153	9.42147777353806	8.52195835124815	9.5383366891389
"ENSG00000005955"	"GGNBP2"	"17"	34900737	34946278	1	"protein_coding"	8.68886563961832	9.0515583340961	8.06430925552724	8.70468929421926	8.68613805557386	8.68533160287095	9.00787623334023	8.33169091408151	8.56219170750299
"ENSG00000005961"	"ITGA2B"	"17"	42449548	42466873	-1	"protein_coding"	4.28647666101998	4.41198126615504	5.76378100286213	4.60524785170331	4.20184360721677	4.77570571092377	4.65060814482135	5.63408633035358	4.21212305162941
"ENSG00000006007"	"GDE1"	"16"	19513015	19533467	-1	"protein_coding"	9.33967052081816	9.2263342823858	8.50648847975511	9.16440064621651	9.42102385754182	9.0380455516264	9.2630759427785	8.58425612661744	9.06789631573398
"ENSG00000006015"	"C19orf60"	"19"	18699495	18703146	1	"protein_coding"	6.62962020460565	6.61720654202295	8.15708175582804	6.63258568702661	6.8465460256346	7.07760169768232	6.66765679869742	8.19463512246764	6.69453833642665
"ENSG00000006016"	"CRLF1"	"19"	18683030	18718551	-1	"protein_coding"	3.81445593921183	5.17940672750689	6.24160141706349	4.7161583887242	4.53833650384671	4.53416415741923	4.65060814482135	5.96899446733488	4.14221347180518
"ENSG00000006025"	"OSBPL7"	"17"	45884738	45899200	-1	"protein_coding"	6.96758648541147	7.29368967582684	8.46353996612455	6.79300825872596	6.94038674392682	7.26749959780212	7.13402347862097	8.57200992347533	6.9914845775109
"ENSG00000006042"	"TMEM98"	"17"	31254928	31272124	1	"protein_coding"	8.09419631759021	7.88212862232638	8.08334715783577	7.86682095174024	7.97387045590953	8.08352482039274	7.53566104569982	7.97039970090517	8.0056261143915
"ENSG00000006062"	"MAP3K14"	"17"	43340488	43394414	-1	"processed_transcript"	6.66101229010277	6.90117742107129	7.08865655471405	6.6743944355658	6.61001388238039	6.36262252378637	6.59126844715143	7.10071626006406	6.42695554816946
"ENSG00000006071"	"ABCC8"	"11"	17414432	17498449	-1	"protein_coding"	5.02607439296799	5.61620982329676	6.09921708676474	4.91527237665958	4.4770255360329	4.77570571092377	5.459158370349	6.11118920127506	5.36907595555857
"ENSG00000006114"	"SYNRG"	"17"	35874900	35969544	-1	"protein_coding"	9.10016876838228	9.25182711710245	8.40421102456114	9.09938404256918	9.1584103046984	9.08086310468093	9.16897374005376	8.69003136364806	9.01753456960608
"ENSG00000006118"	"TMEM132A"	"11"	60691935	60704631	1	"protein_coding"	6.98008628260688	6.64825463694532	8.35805622918481	7.01534955638238	6.90590779828829	6.96019433141193	6.78204199548331	8.2262369284548	7.04034758399017
"ENSG00000006125"	"AP2B1"	"17"	33905065	34053436	1	"protein_coding"	10.4483364898068	10.435532752107	9.80897979463764	10.3617366241282	10.5979018000846	10.394418301559	10.5522022502633	9.85927472198839	10.3933920275874
"ENSG00000006194"	"ZNF263"	"16"	3313743	3351401	1	"protein_coding"	7.98680257296566	7.90158653783712	7.74372799080103	7.86682095174024	8.11639165430565	8.0320858313237	7.64551200823188	8.16232555610153	8.04925337420202
"ENSG00000006282"	"SPATA20"	"17"	48620419	48633213	1	"protein_coding"	5.64411713869387	5.73666357829222	7.9444836270967	6.13025198223039	5.97444163673082	6.38101341373852	5.76758699432589	6.9946093716952	6.42695554816946
"ENSG00000006283"	"CACNA1G"	"17"	48638429	48704835	1	"protein_coding"	3.27987522984569	4.48258937491169	4.694276176356	4.6617686710445	4.1239856183272	4.6599840182384	3.97086114934094	5.19715248917302	4.21212305162941
"ENSG00000006327"	"TNFRSF12A"	"16"	3068446	3072384	1	"protein_coding"	7.77358745138927	8.3135017110164	8.64106381654203	8.23601637258735	8.4710833738132	8.25784306956202	8.45193731896487	8.38866090716177	8.17711387511332
"ENSG00000006377"	"DLX6"	"7"	96634860	96640351	1	"protein_coding"	5.11943031424628	4.41198126615504	3.92812169141633	5.35304901023483	4.53833650384671	3.88010433151574	4.9730941712386	4.91635854040508	5.13716814268253
"ENSG00000006432"	"MAP3K9"	"14"	71189243	71276251	-1	"protein_coding"	8.05337660793026	8.1110951806183	7.69505047539092	7.95427379264042	8.1609328477604	8.1168260185363	8.05685467756843	8.49626596925187	8.02031561124178
"ENSG00000006451"	"RALA"	"7"	39663082	39747723	1	"protein_coding"	9.77761262153502	9.65102501512173	8.37360580471393	9.7063221652933	9.92864124734306	9.44658777467346	9.90283099045626	8.38866090716177	9.62418360514853
"ENSG00000006453"	"BAIAP2L1"	"7"	97920963	98030380	-1	"protein_coding"	9.37085641758208	9.34478861087924	8.89920466473104	9.31957200947114	9.39432684062576	9.23034753536709	9.260611707848	8.73466301408933	9.33205344915211
"ENSG00000006459"	"KDM7A"	"7"	139784546	139876835	-1	"protein_coding"	9.47388146369033	9.56007744951315	8.53442656471732	9.45367238540836	9.47101591441052	9.35419810296352	9.73190883724773	8.91999934133432	9.48461757891274
"ENSG00000006468"	"ETV1"	"7"	13930853	14031050	-1	"protein_coding"	5.3293832470742	5.7074797955495	4.694276176356	5.35304901023483	5.20054224730062	5.28559120305682	6.51060821401049	5.3194025072636	5.13716814268253
"ENSG00000006530"	"AGK"	"7"	141250989	141355044	1	"protein_coding"	9.48049511336638	9.40055758595134	9.08068511402073	9.24984437166743	9.52312991157813	9.31168970338125	9.43683849186956	9.44810907234022	9.25133806015173
"ENSG00000006534"	"ALDH3B1"	"11"	67776048	67796744	1	"protein_coding"	4.28647666101998	3.7880166712566	3.54433481305423	4.6617686710445	4.34598572895835	4.98254766266582	4.15195912293219	4.10608434776683	4.46212555186505
"ENSG00000006576"	"PHTF2"	"7"	77428122	77586818	1	"protein_coding"	8.80231524971149	8.76684142343881	7.26576079503254	8.86673594655429	8.89099226249795	8.60155157597176	8.79619596169325	7.91329971029048	8.81619621036214
"ENSG00000006607"	"FARP2"	"2"	242295658	242434256	1	"protein_coding"	8.66583841171197	8.4026906487038	8.0254627830971	8.5560555351502	8.77160071185602	8.54558698891064	8.16094544814091	8.62038311668604	8.65923996644285
"ENSG00000006611"	"USH1C"	"11"	17515442	17565963	-1	"protein_coding"	6.35036731293361	6.67864860169404	6.37118706215405	6.24568561985569	6.41130642014817	6.60093085032249	6.75428463971917	5.81123687903053	6.20490762056226
"ENSG00000006625"	"GGCT"	"7"	30536237	30591095	-1	"protein_coding"	9.24185182064633	8.99229401955412	8.08334715783577	9.21012576218465	9.44323406963766	9.14683299889596	9.08232433551978	8.2262369284548	9.19202409527221
"ENSG00000006634"	"DBF4"	"7"	87505531	87538856	1	"protein_coding"	9.08867125597663	9.5963514467034	7.29871457930871	9.40690202723135	9.99164894555124	8.88859857263115	9.67752630538566	7.43413610286707	9.47220555414089
"ENSG00000006652"	"IFRD1"	"7"	112063023	112121072	1	"protein_coding"	9.29033590851755	9.39370322573251	9.14552324600301	9.27497396139001	9.33509061933236	9.20734355993165	9.38347778276383	9.34392731139723	9.38219622420788
"ENSG00000006695"	"COX10"	"17"	13972813	14111994	1	"protein_coding"	9.2978445106201	8.61009015119374	7.85868734540692	9.29297895493917	9.09605792801398	9.07804779925415	8.76523961448688	8.19463512246764	9.02968589072534
"ENSG00000006704"	"GTF2IRD1"	"7"	73868120	74016931	1	"protein_coding"	8.28761868579754	8.83251833285366	9.17244311869585	8.60732052445445	8.45527434563882	8.48311338660836	8.7512651043684	9.0044419017544	8.51456701992351
"ENSG00000006712"	"PAF1"	"19"	39876492	39881835	-1	"protein_coding"	10.4176498061171	10.185992037848	10.0262316504313	10.3478080780849	10.4199711876409	10.4101739665899	10.2582004821644	9.60057560870815	10.2553373869698
"ENSG00000006715"	"VPS41"	"7"	38762563	38971994	-1	"protein_coding"	8.8943424074823	8.94931113919207	8.67910467125399	8.86372737415103	8.86729409733936	8.79226074909237	8.90117658427351	8.63222716829848	8.77636699444142
"ENSG00000006740"	"ARHGAP44"	"17"	12692856	12894960	1	"protein_coding"	7.37027390813067	7.11630361753163	7.23203665566926	7.45983165826357	7.15132136625785	7.12201384402105	6.91334190241667	6.57108400306067	7.31114333282024
