Genes	Uniprot	Protein	Tandem_Exp1_affinity	Tandem_Exp2_affinity	RNAse_Exp1_affinity	RNAse_Exp2_affinity	RT_Exp1_affinity	RT_Exp2_affinity	RT_Exp3_affinity	EN_Exp1_affinity	EN_Exp2_affinity	EN_Exp3_affinity	Exchange_0_point	Exchange_30_seconds	Exchange_5_minutes	Exchange_30_minutes	Cluster	Color
HNRNPU	Q00839	Heterogeneous nuclear ribonucleoprotein U	0.554823487512799	0.373747944386306	0.390426031246762	0.619091545066769	0.445319606842537	0.448750316968568	0.413527573001155	0.46171443951016	0.492236292918727	0.467297386560978	0.916819164864415	0.748932965101682	0.544875295831058	0.271620135332979	NA	NA
TIAL1	Q01085	Nucleolysin TIAR	NA	NA	NA	NA	NA	0.481943127716561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	Q01130	Serine/arginine-rich splicing factor 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.883095627776479	0.643519178668188	0.321251612027421	0.106257094084316	NA	NA
CAP1	Q01518	Adenylyl cyclase-associated protein 1	NA	NA	NA	NA	NA	NA	NA	NA	0.407733811884413	0.448926508839219	NA	NA	NA	NA	NA	NA
OTUD4	Q01804	OTU domain-containing protein 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.845969008964604	0.621312530768357	0.399565285266533	0.237595681741941	NA	NA
XPC	Q01831	DNA repair protein complementing XP-C cells	0.25563115034762	NA	NA	0.695120255804254	0.690037815386523	0.582428595289795	0.528457584759749	0.605304704767919	0.621498864496593	0.571954455954114	NA	NA	NA	NA	NA	NA
DSG1	Q02413	Desmoglein-1	NA	NA	0.239774973392124	0.843248530639435	0.0568395636939822	NA	0.427629470213838	0.2211534717084	0.286122215876642	NA	0.334402726286433	NA	NA	NA	NA	NA
RPL18A	Q02543	60S ribosomal protein L18a	NA	NA	NA	0.506919450499316	0.351382204522163	0.374104186617096	0.340608618245359	0.65208920432801	0.664688327800691	0.663809043536729	0.958002603838562	0.772188809914343	0.633108306427942	0.415604527896118	NA	NA
RPL6	Q02878	60S ribosomal protein L6	0.212468203403712	0.1666500016665	NA	NA	0.354734634618487	0.368993607905248	0.360049148225416	0.646243101740484	0.677544176447827	0.675966430122161	0.911126910771418	0.781707050862257	0.625398014609477	0.399309205586424	NA	NA
TOP2B	Q02880	DNA topoisomerase 2-beta	NA	NA	NA	NA	0.401802965860895	0.494975001262563	0.366013237643598	0.355993766019655	0.408983451536643	0.366198075777358	NA	NA	NA	NA	NA	NA
SLC25A11	Q02978	Mitochondrial 2-oxoglutarate/malate carrier protein	NA	NA	0.398550506721198	0.550488007618754	0.282243419966553	0.333431096772473	0.2937304451617	0.257763790748768	0.318359974097679	0.327984086663172	NA	NA	NA	NA	NA	NA
LMNB2	Q03252	Lamin-B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.278894689780496	NA	NA	NA	NA	NA	NA
CEBPZ	Q03701	CCAAT/enhancer-binding protein zeta	NA	NA	NA	NA	0.334353990547827	0.369403455669063	0.514939852541715	0.542229343099107	0.54658807526638	0.690057029506571	NA	NA	NA	NA	NA	NA
EIF4G1	Q04637	Eukaryotic translation initiation factor 4 gamma 1	NA	NA	NA	NA	NA	0.559063450769434	0.686323713927227	0.514303754431978	0.537165602147552	0.573123879450184	NA	NA	NA	NA	NA	NA
SSBP1	Q04837	Single-stranded DNA-binding protein, mitochondrial	0.104977221670292	0.171068838100452	0.359187962986697	0.560318260772119	0.698840536063846	0.675661650233524	0.694339161266659	0.482894138087949	0.519715671677633	0.536457609048347	NA	0.770151929574551	NA	NA	NA	NA
FMR1	Q06787	Synaptic functional regulator FMR1	NA	0.162786911932281	0.342023016034899	0.581669274483914	0.148494111836783	0.1412623443538	0.47674114384386	NA	0.541305444704371	NA	0.973431106860088	0.834302662756209	0.492844029252756	0.175937371240214	NA	NA
PRDX1	Q06830	Peroxiredoxin-1	NA	NA	0.353144365240566	0.573184152604549	0.575677854627233	0.629835276698131	0.572302296736667	0.381991224275385	0.44934223930485	0.443668671313888	0.721363091755134	0.731175569235732	0.47135539191068	0.252185487911578	NA	NA
RPL18	Q07020	60S ribosomal protein L18	0.153904729672561	0.12308146762342	0.351344338857717	NA	0.352067229504267	0.354797083682818	0.352256092031454	0.629341339560399	0.663322335196283	0.652982614428983	0.940635203324429	0.921960355860777	0.77222513267886	0.513168784382455	NA	NA
TBKBP1	A7MCY6	TANK-binding kinase 1-binding protein 1	NA	NA	NA	NA	NA	0.323327604173715	0.140590757913011	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1QBP	Q07021	Complement component 1 Q subcomponent-binding protein, mitochondrial	0.354905300098054	NA	NA	NA	0.312014970554241	0.365099520650138	0.363024867509172	0.339489293121441	0.354513884406346	0.30531434525877	NA	NA	NA	NA	NA	NA
CKAP4	Q07065	Cytoskeleton-associated protein 4	NA	NA	NA	NA	NA	NA	NA	NA	0.347947992331868	NA	NA	NA	NA	NA	NA	NA
KHDRBS1	Q07666	KH domain-containing, RNA-binding, signal transduction-associated protein 1	0.514468828898815	NA	NA	0.601308447181066	NA	0.539425202652911	0.518582707490853	NA	0.495504949096449	0.488522443635173	NA	NA	NA	NA	NA	NA
SRSF1	Q07955	Serine/arginine-rich splicing factor 1	NA	NA	0.530340033815518	NA	0.359557326023748	0.188555385152186	NA	NA	0.600255836264791	NA	0.976258309591643	0.670108534292218	0.294885806756404	0.0807336480901322	NA	NA
SRSF4	Q08170	Serine/arginine-rich splicing factor 4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.895744281573844	0.770610634490985	0.450005499945001	0.178988678253873	NA	NA
DHX9	Q08211	ATP-dependent RNA helicase A	0.69663875743235	NA	0.497262594828843	0.601388003512106	0.569799956979996	0.584009318191272	0.543024265411507	0.490578244634515	0.533364442370509	0.502363772082608	0.905275222840038	0.836411523172308	0.669060462653473	0.370185858153259	NA	NA
DSC1	Q08554	Desmocollin-1	NA	NA	NA	0.940069621556173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SSRP1	Q08945	FACT complex subunit SSRP1	0.245362754124093	NA	0.366274390514395	0.594403100406572	0.575173116954841	0.55703211517165	0.542355040959224	0.560690594385626	0.550783882125691	0.546258904668996	NA	NA	NA	NA	NA	NA
RBBP4	Q09028	Histone-binding protein RBBP4	NA	0.28336639274582	0.407856559172894	0.487543269465165	0.580167093496788	0.595174479799207	0.605942388777239	0.40861296083835	0.402257077276205	0.399677026240117	NA	NA	NA	0.278566945380303	NA	NA
NCBP1	Q09161	Nuclear cap-binding protein subunit 1	0.216042898132614	0.236860181434899	NA	0.679786547024234	0.284533766428893	0.241677409570031	0.241918854994239	0.500099980003999	0.551368326603858	0.550703149570921	0.917783441585135	0.881453381542292	0.771793701506162	0.562229129273738	NA	NA
AP1B1	Q10567	AP-1 complex subunit beta-1	NA	NA	NA	NA	NA	NA	NA	NA	0.387948710101907	0.374061091637456	NA	NA	NA	NA	NA	NA
NUP160	Q12769	Nuclear pore complex protein Nup160	NA	NA	NA	NA	0.422969284655022	0.480138698995108	0.370578312646341	0.433860786367368	0.387018272985282	0.427930710967712	NA	NA	NA	NA	NA	NA
TBL3	Q12788	Transducin beta-like protein 3	NA	NA	NA	NA	0.48165579871658	0.501222006085091	0.467816183709853	0.662595316822997	0.611409030854123	0.756180816306627	0.960831929810818	NA	0.689479567755558	0.441905112707262	NA	NA
SF3A3	Q12874	Splicing factor 3A subunit 3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.879366917583478	0.870889442629724	0.798841326037979	0.510906778832045	NA	NA
ILF2	Q12905	Interleukin enhancer-binding factor 2	NA	NA	NA	0.59831872438448	NA	NA	NA	NA	0.478406008762779	0.481185180573498	NA	0.819605296388498	0.747283295425828	NA	NA	NA
ILF3	Q12906	Interleukin enhancer-binding factor 3	NA	NA	NA	NA	NA	0.49226207400788	NA	NA	0.636654312913306	0.520452692658131	0.561461211244135	0.754619291831276	0.511551799931617	0.313813618054936	NA	NA
ELAVL4, ELAVL2	P26378, Q12926	ELAV-like protein 4, ELAV-like protein 2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.732920249986646	0.793524942186984	0.759355071591866	0.395149095747898	NA	NA
TRAP1	Q12931	Heat shock protein 75 kDa, mitochondrial	NA	NA	NA	NA	NA	0.479643659978353	0.345793781115683	0.255104397118744	0.308331834718975	0.255719793387815	NA	NA	NA	NA	NA	NA
FLII	Q13045	Protein flightless-1 homolog	NA	NA	NA	NA	NA	NA	NA	0.457780043052265	0.358114396852193	0.358740052455064	NA	NA	NA	NA	NA	NA
IK	Q13123	Protein Red	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91918538871828	0.824871718533826	0.768673806935159	0.464108678759948	NA	NA
NACA	E9PAV3	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NA	NA	NA	NA	NA	NA	NA	NA	0.34805001760265	NA	NA	NA	NA	NA	NA	NA
TARDBP	Q13148	TAR DNA-binding protein 43	NA	NA	NA	0.4134110546116	0.678332475553268	0.621025504983515	0.679137521658217	0.686795289401153	0.658423281869108	0.724206403927301	0.903723030413895	NA	NA	0.445676274944568	NA	NA
HNRNPA0	Q13151	Heterogeneous nuclear ribonucleoprotein A0	NA	NA	NA	0.529795710773926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AIMP2	Q13155	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2	NA	NA	NA	NA	NA	NA	NA	NA	0.417727857646107	0.462625611263367	NA	NA	NA	NA	NA	NA
PSMD2	Q13200	26S proteasome non-ATPase regulatory subunit 2	NA	NA	NA	0.587274926884272	0.572082673627455	0.524850327853274	0.539382772915707	0.380371405379616	0.388984614632596	0.379159630475812	NA	NA	NA	NA	NA	NA
DDX10	Q13206	Probable ATP-dependent RNA helicase DDX10	NA	NA	NA	NA	0.4272983947174	0.481827697345921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRSF9	Q13242	Serine/arginine-rich splicing factor 9	NA	NA	0.387438820452193	0.681533177035058	0.280808371390557	0.206368102346769	NA	NA	0.537251272559001	NA	0.974845298586306	0.66521593572146	0.299984599661193	0.0759461387485354	NA	NA
SRSF5	Q13243	Serine/arginine-rich splicing factor 5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.816597890875745	0.697994684706451	0.607781612802008	0.425762587284087	NA	NA
SRSF6	Q13247	Serine/arginine-rich splicing factor 6	NA	NA	NA	NA	0.337836048205536	0.283949733271276	NA	NA	NA	NA	0.910801890999911	0.713352060998681	0.388618522413245	0.123214645822556	NA	NA
TRIM28	Q13263	Transcription intermediary factor 1-beta	NA	NA	NA	NA	NA	0.580325667282189	NA	NA	0.552252171576968	NA	NA	NA	NA	NA	NA	NA
G3BP1	Q13283	Ras GTPase-activating protein-binding protein 1	NA	NA	NA	NA	0.61890243902439	0.621082944943352	NA	0.559490771331659	0.598329048843188	0.546238315636628	NA	NA	NA	NA	NA	NA
EIF3I	Q13347	Eukaryotic translation initiation factor 3 subunit I	NA	NA	NA	NA	NA	0.610849515507647	NA	0.411657419882449	0.454133573514561	0.446489358757922	NA	NA	NA	NA	NA	NA
DYNC1I2	Q13409	Cytoplasmic dynein 1 intermediate chain 2	NA	NA	NA	NA	NA	0.414886458717314	0.251637043966324	0.370566427272098	0.430546618301093	0.323949755945862	NA	NA	NA	NA	NA	NA
PPIG	Q13427	Peptidyl-prolyl cis-trans isomerase G	NA	NA	NA	NA	NA	0.371804053120249	NA	NA	NA	NA	0.903736932288558	0.678807734309758	0.383328913857216	0.140797511749594	NA	NA
DDX39A	O00148	ATP-dependent RNA helicase DDX39A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967573527027465	0.846698655547209	0.720459564476001	0.432008588030149	NA	NA
SF3B2	Q13435	Splicing factor 3B subunit 2	NA	NA	NA	NA	NA	0.314194796110113	NA	NA	NA	NA	0.889087299386653	0.886644448978666	0.775553261211115	0.55048098534568	NA	NA
PRPF4B	Q13523	Serine/threonine-protein kinase PRP4 homolog	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.479741119180904	0.314843236132427	0.274041916819723	NA	NA
CAMK2D	Q13557	Calcium/calmodulin-dependent protein kinase type II subunit delta	NA	NA	NA	NA	NA	NA	NA	NA	0.320541392618362	NA	NA	NA	NA	NA	NA	NA
SNW1	Q13573	SNW domain-containing protein 1	NA	NA	NA	NA	NA	0.384232661531167	NA	NA	NA	0.64781291822216	0.854695514450531	0.845945279763372	0.740623541007418	0.504508968387672	NA	NA
TRA2A	Q13595	Transformer-2 protein homolog alpha	0.453046802785086	0.520210164906622	0.5000499950005	0.742092999094647	0.287089185142939	0.271344151443832	0.206166498638576	0.561307304233384	0.613257531809568	0.554307616882827	0.976646972279956	0.866698658988509	0.636323962614103	0.320102528538696	NA	NA
KRR1	Q13601	KRR1 small subunit processome component homolog	NA	NA	NA	NA	0.382269910985094	0.375729616011287	0.351201250883988	0.641628440366973	0.695817490494297	0.693918153714303	0.710807137279852	NA	0.702513758738658	0.401666955860971	NA	NA
PWP1	Q13610	Periodic tryptophan protein 1 homolog	NA	NA	NA	NA	NA	0.347952244022352	0.528034736643383	NA	0.689826302729529	NA	NA	NA	NA	NA	NA	NA
SPTAN1	Q13813	Spectrin alpha chain, non-erythrocytic 1	NA	NA	NA	NA	NA	NA	NA	0.345673923142859	NA	NA	NA	NA	NA	NA	NA	NA
GNL2	Q13823	Nucleolar GTP-binding protein 2	NA	NA	NA	NA	0.47039228043788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKP1	Q13835	Plakophilin-1	NA	NA	NA	NA	NA	NA	NA	0.0201515629562419	NA	NA	NA	NA	NA	NA	NA	NA
DDX39B	Q13838	Spliceosome RNA helicase DDX39B	0.15990389300536	0.102022077577588	NA	0.556572847037084	0.430903099870815	0.402999331359251	0.393700548701003	0.641962047977086	0.669202778696659	0.648864075283542	0.911863211704566	0.860838586676686	0.731341679651819	0.45362058320539	NA	NA
BYSL	Q13895	Bystin	NA	NA	NA	NA	0.362244897959184	0.449181483684756	NA	0.609634227270953	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPD	Q14103	Heterogeneous nuclear ribonucleoprotein D0	0.686176055233014	NA	NA	NA	0.518768046198268	0.536972727693661	0.484389904354327	0.627657593923372	0.633927590877476	0.557991513437058	0.890641062094005	0.674479166666667	0.377807643010913	0.149941771011314	NA	NA
BOP1	Q14137	Ribosome biogenesis protein BOP1	NA	NA	NA	NA	0.389051808406647	0.389849536895798	0.4365371829113	0.616432050937824	0.712800482495189	0.690488718313783	NA	0.843881724794704	0.790395942065438	0.337366562191461	NA	NA
SAFB2	Q14151	Scaffold attachment factor B2	NA	NA	0.386096309211011	0.695550563048181	NA	NA	NA	NA	NA	NA	0.905917772132844	0.651689306861721	0.401802965860895	0.207154636559685	NA	NA
EIF3A	Q14152	Eukaryotic translation initiation factor 3 subunit A	NA	NA	NA	NA	0.555535801591182	0.538617698625081	0.419276534706938	0.404691034646982	0.432198866668938	0.431682560611055	NA	NA	NA	NA	NA	NA
UBAP2L	Q14157	Ubiquitin-associated protein 2-like	NA	NA	NA	NA	0.581782443226967	0.435360014454784	0.441755567092607	0.541809851088202	0.518141955379945	0.448488859474961	NA	NA	NA	NA	NA	NA
SCRIB	Q14160	Protein scribble homolog	NA	NA	NA	NA	0.428698747136352	0.397561328256783	NA	0.309024826737975	NA	NA	NA	NA	NA	NA	NA	NA
DCTN1	Q14203	Dynactin subunit 1	NA	NA	NA	NA	NA	NA	0.401330244197393	0.270743695579248	0.275614279091331	0.270701147916393	NA	NA	NA	NA	NA	NA
DYNC1H1	Q14204	Cytoplasmic dynein 1 heavy chain 1	NA	NA	NA	NA	0.369419361347929	0.38439566122062	0.347237181370149	0.310240174371284	0.357016556823662	0.317573838510673	NA	NA	NA	NA	NA	NA
RCN2	Q14257	Reticulocalbin-2	0.182839632277835	0.352497444393528	0.315565411413631	0.61925639691858	0.199532526995766	0.210335133769228	0.18529622629212	0.210783849480696	0.235240134597736	0.212102111566341	NA	NA	NA	NA	NA	NA
RBM39	Q14498	RNA-binding protein 39	0.269529138482666	0.207245295531791	0.343767431177609	0.580282017060291	0.403458746189593	0.410328682792212	0.364897907338605	0.372371806941568	0.413475975975976	0.389346539732167	0.911087401084734	0.809893159955895	0.61712229114021	0.361312120379892	NA	NA
DHX8	Q14562	ATP-dependent RNA helicase DHX8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.722784353948937	0.435340884707902	0.177516593602724	NA	NA
SMC1A	Q14683	Structural maintenance of chromosomes protein 1A	NA	NA	NA	NA	0.632028260229614	0.449099553219738	0.403270079961809	0.41805315502482	0.445762298534596	0.416327650310222	NA	NA	NA	NA	NA	NA
PDCD11	Q14690	Protein RRP5 homolog	NA	NA	NA	NA	0.505586868387224	0.473686980594839	0.481155570313797	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMS1	Q14692	Ribosome biogenesis protein BMS1 homolog	NA	NA	NA	NA	0.435484326222318	0.434648153278193	0.390355422788514	0.706529713866471	0.715820284748075	0.688783766961285	NA	0.684691786221031	0.802410590792333	0.427501674557602	NA	NA
GANAB	Q14697	Neutral alpha-glucosidase AB	NA	NA	NA	NA	0.595338297183555	0.649147428250649	0.563375976946252	0.355939844781503	0.402317811526899	0.372462394809009	NA	NA	NA	NA	NA	NA
LBR	Q14739	Lamin-B receptor	NA	NA	NA	NA	NA	NA	0.491466813124225	0.547470359308535	0.408396043352738	0.383693769760318	NA	NA	NA	NA	NA	NA
CHD4	Q14839	Chromodomain-helicase-DNA-binding protein 4	NA	NA	NA	NA	0.333586570436567	0.430442830699131	0.400493992949809	0.375042965796102	0.42521798607878	0.375889357665327	NA	NA	NA	NA	NA	NA
KPNB1	Q14974	Importin subunit beta-1	0.302878415024364	0.212008141112619	NA	0.597700050206804	0.401054144705319	0.392588363207862	0.370566427272098	0.325331768103035	0.367624925695929	0.357565945855658	NA	NA	NA	NA	NA	NA
NCAPH	Q15003	Condensin complex subunit 2	NA	NA	NA	NA	0.307277740062899	0.436019197906503	0.423175648783189	0.26052458386021	0.367608929361917	0.373319713481773	NA	NA	NA	NA	NA	NA
SART3	Q15020	Squamous cell carcinoma antigen recognized by T-cells 3	NA	NA	NA	NA	0.581624968621873	0.520222616705848	0.42808121246783	0.595812618730043	0.607072691552063	0.570797029915447	NA	NA	NA	NA	NA	NA
EFTUD2	Q15029	116 kDa U5 small nuclear ribonucleoprotein component	NA	NA	0.457618293450198	0.668851581833991	0.451372391961508	0.479416113112467	0.460567483007876	0.479895354945415	0.494003946769215	0.478199160944251	0.916534512978883	0.869952532674426	0.77711407301743	0.549590127015584	NA	NA
